Name,Released year,Genre,Director,Runtime (h),Score,Status,Language,Budget ($),Revenue ($)
Private Number 91-Karlsson,1946,'Comedy',Hugo Bolander,1.47,45.0,Released,Swedish,,
Priscilla,2023,"'Drama', 'Romance'",Sofia Coppola,1.83,73.0,Released,English,20000000.0,20400000.0
Family Guy Presents: It's a Trap!,2010,"'Animation', 'Comedy', 'Science Fiction', 'TV Movie'",Peter Shin,,68.0,Released,English,,
Beethoven's 2nd,1993,"'Family', 'Comedy'",John Hughes,1.48,55.0,Released,English,15000000.0,118243066.0
Resident Evil: Degeneration,2008,"'Animation', 'Horror', 'Action', 'Science Fiction'",Makoto Kamiya,1.62,68.0,Released,Japanese,,403117.0
The Muppets Take Manhattan,1984,"'Romance', 'Comedy', 'Family'",Frank Oz,1.5699999999999998,65.0,Released,English,8000000.0,25500000.0
The Nanny Diaries,2007,"'Comedy', 'Drama', 'Romance'",Robert Pulcini,1.77,64.0,Released,English,20000000.0,47817020.0
Mile 22,2018,"'Action', 'Thriller'",Lea Carpenter,1.58,62.0,Released,English,35000000.0,66308758.0
The Longest Day,1962,"'War', 'Action', 'Drama'",Cornelius Ryan,2.9699999999999998,76.0,Released,English,10000000.0,50100000.0
The Taking of Pelham 1 2 3,2009,"'Crime', 'Thriller', 'Action'",Tony Scott,1.77,63.0,Released,English,100000000.0,150166126.0
Hellraiser,1987,"'Horror', 'Thriller'",Clive Barker,1.55,69.0,Released,English,1000000.0,14575193.0
The Haunting,1999,"'Horror', 'Thriller', 'Fantasy', 'Mystery'",Jan de Bont,1.88,54.0,Released,English,80000000.0,177311151.0
The Girl Who Played with Fire,2009,"'Drama', 'Action', 'Thriller', 'Crime', 'Mystery'",Daniel Alfredson,2.17,70.0,Released,Swedish,4422952.0,67126795.0
Awakenings,1990,'Drama',Penny Marshall,,78.0,Released,English,31000000.0,52096475.0
Battle Royale,2000,"'Drama', 'Thriller', 'Action'",Kinji Fukasaku,2.03,73.0,Released,Japanese,4500000.0,30600000.0
Omen III: The Final Conflict,1981,"'Horror', 'Mystery', 'Thriller'",David Seltzer,1.8,58.0,Released,English,5000000.0,20471382.0
Before I Fall,2017,"'Drama', 'Mystery', 'Thriller', 'Fantasy'",Ry Russo-Young,1.63,70.0,Released,English,5000000.0,18900000.0
Crank,2006,"'Action', 'Thriller', 'Crime'",Mark Neveldine,1.47,66.0,Released,English,12000000.0,42931041.0
Fireproof,2008,'Drama',Alex Kendrick,2.03,76.0,Released,English,500000.0,33500000.0
Match Point,2005,"'Drama', 'Thriller', 'Crime', 'Romance'",Woody Allen,2.07,74.0,Released,English,15000000.0,85306374.0
Crocodile Dundee,1986,"'Adventure', 'Comedy'",Paul Hogan,1.73,64.0,Released,English,5000000.0,328203506.0
The Bucket List,2007,"'Drama', 'Comedy'",Rob Reiner,1.62,72.0,Released,English,45000000.0,175372502.0
Another Round,2020,"'Comedy', 'Drama'",Thomas Vinterberg,1.95,77.0,Released,Danish,5150000.0,21700000.0
An Officer and a Gentleman,1982,"'Drama', 'Romance'",Taylor Hackford,2.07,70.0,Released,English,7500000.0,129795554.0
Deep Sea Python,2023,"'Thriller', 'Horror'",Wang Qing,1.23,68.0,Released,Chinese,,
Dogville,2003,"'Crime', 'Drama', 'Thriller'",Lars von Trier,2.9699999999999998,78.0,Released,English,10000000.0,16680836.0
Compliance,2012,"'Drama', 'Thriller'",Craig Zobel,1.5,64.0,Released,English,270000.0,592116.0
Missing Link,2019,"'Family', 'Animation', 'Comedy', 'Adventure', 'Fantasy'",Chris Butler,1.58,70.0,Released,English,100000000.0,26565710.0
The Dead Pool,1988,"'Action', 'Crime', 'Thriller'",Harry Julian Fink,1.52,63.0,Released,English,20000000.0,37903295.0
The Cell,2000,"'Horror', 'Science Fiction', 'Thriller'",Tarsem Singh,1.78,63.0,Released,English,33000000.0,104155843.0
The Invisible Man,2020,"'Thriller', 'Science Fiction', 'Horror'",Leigh Whannell,2.07,71.0,Released,English,7000000.0,144500000.0
Metropolis,2001,"'Animation', 'Science Fiction'",Rintaro,1.8,71.0,Released,Japanese,15000000.0,4035192.0
The Tenant,1976,"'Thriller', 'Horror', 'Mystery'",Roman Polanski,2.1,77.0,Released,English,,5100000.0
Tales from the Other Side,2022,'Horror',Jacob Cooney,1.47,45.0,Released,English,500000.0,
DuckTales: The Movie - Treasure of the Lost Lamp,1990,"'Adventure', 'Animation', 'Family', 'Comedy', 'Fantasy'",Carl Barks,1.23,67.0,Released,English,,18115724.0
Once Upon a Crime,2023,"'Fantasy', 'Comedy', 'Crime'",Yuichi Fukuda,1.75,65.0,Released,Japanese,,
Piranhaconda,2012,"'Horror', 'Science Fiction', 'Comedy', 'TV Movie'",Jim Wynorski,1.5,51.0,Released,English,1000000.0,
One Piece: Strong World,2009,"'Animation', 'Fantasy', 'Adventure'",Eiichiro Oda,1.9,74.0,Released,Japanese,,53000000.0
Young Mother,2013,"'Comedy', 'Romance'",Kong Ja-kwan,1.38,50.0,Released,Korean,,
What a Girl Wants,2003,"'Comedy', 'Romance', 'Drama', 'Family'",Dennie Gordon,1.75,62.0,Released,English,20000000.0,50700000.0
Breach,2020,"'Science Fiction', 'Action', 'Horror'",John Suits,1.53,42.0,Released,English,,39328.0
Radio,2003,'Drama',Michael Tollin,1.8199999999999998,72.0,Released,English,35000000.0,53293628.0
Enter the Void,2009,"'Fantasy', 'Drama'",Gaspar Noé,2.68,74.0,Released,English,13000000.0,754249.0
First Man,2018,"'History', 'Drama'",Damien Chazelle,2.35,70.0,Released,English,70000000.0,105713218.0
Weekend at Bernie's,1989,"'Comedy', 'Crime'",Ted Kotcheff,1.62,64.0,Released,English,6500000.0,30218387.0
Sonic Drone Home,2022,"'Animation', 'Action', 'Family', 'Comedy', 'Science Fiction'",David Nelson,,72.0,Released,English,,
Cinderella,2021,"'Fantasy', 'Romance', 'Comedy'",Kay Cannon,1.88,64.0,Released,English,,
New Year's Eve,2011,"'Comedy', 'Romance'",Garry Marshall,1.97,59.0,Released,English,56000000.0,142044638.0
Jason and the Argonauts,1963,"'Adventure', 'Family', 'Fantasy'",Don Chaffey,1.73,71.0,Released,English,1000000.0,
Superlopez,2018,'Comedy',Javier Ruiz Caldera,1.8,54.0,Released,Spanish; Castilian,5200000.0,12496155.0
Love Strange Love,1982,"'Drama', 'History'",Walter Hugo Khouri,2.05,58.0,Released,Portuguese,,
Planes: Fire & Rescue,2014,"'Animation', 'Comedy', 'Adventure', 'Family'",Jeffrey M. Howard,1.38,62.0,Released,English,50000000.0,151165787.0
Lone Survivor,2013,"'War', 'Action', 'Drama'",Peter Berg,2.02,74.0,Released,English,40000000.0,149295601.0
The Machinist,2004,"'Thriller', 'Drama'",Brad Anderson,1.6800000000000002,75.0,Released,English,5000000.0,8203235.0
White Men Can't Jump,1992,"'Comedy', 'Drama'",Ron Shelton,1.92,66.0,Released,English,31000000.0,90753806.0
Powder,1995,"'Drama', 'Fantasy'",Victor Salva,1.85,69.0,Released,English,9500000.0,30900000.0
Candyman,2021,"'Horror', 'Mystery', 'Thriller'",Nia DaCosta,1.52,60.0,Released,English,25000000.0,77411570.0
#Alive,2020,"'Horror', 'Action', 'Adventure', 'Thriller'",Cho Il,1.63,73.0,Released,Korean,6300000.0,13416285.0
Agent Cody Banks 2: Destination London,2004,"'Comedy', 'Action', 'Adventure', 'Family', 'Romance'",Kevin Allen,1.67,55.0,Released,English,26000000.0,28818995.0
The Lake House,2006,"'Drama', 'Mystery', 'Romance'",Alejandro Agresti,1.65,70.0,Released,English,40000000.0,114830111.0
Monk Comes Down the Mountain,2015,'Action',Chen Kaige,1.88,51.0,Released,Chinese,,
Deathstroke: Knights & Dragons - The Movie,2020,"'Animation', 'Action', 'Adventure', 'Science Fiction'",Marv Wolfman,1.45,70.0,Released,English,,
I Saw the Devil,2010,"'Thriller', 'Horror'",Kim Jee-woon,2.4,78.0,Released,Korean,6000000.0,12900000.0
Pokémon: The First Movie,1998,"'Animation', 'Family', 'Adventure', 'Fantasy', 'Action'",Kunihiko Yuyama,1.42,69.0,Released,Japanese,30000000.0,163644662.0
Midway,1976,"'Action', 'Drama', 'History', 'War'",Jack Smight,2.2,66.0,Released,English,,43220000.0
The Ant Bully,2006,"'Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family'",John A. Davis,1.47,57.0,Released,English,50000000.0,55181129.0
Abandoned,2022,"'Horror', 'Mystery', 'Thriller'",Spencer Squire,1.7,61.0,Released,English,,
RocknRolla,2008,"'Action', 'Crime', 'Thriller'",Guy Ritchie,1.9,70.0,Released,English,18000000.0,25740863.0
The Heat,2013,"'Action', 'Comedy', 'Crime'",Paul Feig,1.95,66.0,Released,English,43000000.0,158674180.0
Rustin,2023,"'Drama', 'History'",Julian Breece,1.8,67.0,Released,English,,
Batman vs Teenage Mutant Ninja Turtles,2019,"'Animation', 'Action', 'Family'",Kevin Eastman,1.45,71.0,Released,English,,
Dracula: The Original Living Vampire,2022,"'Horror', 'Fantasy', 'Thriller'",Maximilian Elfeldt,1.43,52.0,Released,English,,
Chaos Walking,2021,"'Fantasy', 'Science Fiction', 'Adventure'",Patrick Ness,1.8199999999999998,66.0,Released,English,125000000.0,26508132.0
Dragon Ball: The Path to Power,1996,"'Animation', 'Adventure', 'Fantasy'",Shigeyasu Yamauchi,1.33,73.0,Released,Japanese,,
The Phantom of the Opera at the Royal Albert Hall,2011,"'Music', 'Drama', 'Romance'",Nick Morris,2.67,85.0,Released,English,,
The Wave,2015,"'Thriller', 'Drama', 'Mystery'",Roar Uthaug,1.73,67.0,Released,Norwegian,5904067.0,12975143.0
The Hunchback of Notre Dame,1939,"'Drama', 'Romance', 'Horror'",William Dieterle,1.95,72.0,Released,English,1800000.0,6877900.0
An American Tail: Fievel Goes West,1991,"'Adventure', 'Animation', 'Family', 'Western'",David Kirschner,1.25,63.0,Released,English,,40766041.0
Taxi,1998,"'Comedy', 'Action', 'Crime', 'Adventure'",Gérard Pirès,1.43,67.0,Released,French,8700000.0,44500000.0
Moulin Rouge!,2001,"'Drama', 'Romance', 'Music'",Baz Luhrmann,2.13,76.0,Released,English,52500000.0,179213434.0
Batman: Mystery of the Batwoman,2003,"'Adventure', 'Fantasy', 'Animation', 'Action', 'Science Fiction'",Bob Kane,1.23,67.0,Released,English,,
Two Sinners and a Mule,2023,"'Western', 'Action'",Raliegh Wilson,1.62,65.0,Released,English,,
Dragons: Dawn of the Dragon Racers,2014,"'Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy'",Elaine Bogan,,72.0,Released,English,,
3:10 to Yuma,2007,'Western',James Mangold,2.03,72.0,Released,English,55000000.0,70000000.0
The Return of the Living Dead,1985,"'Horror', 'Comedy'",Dan O'Bannon,1.52,71.0,Released,English,4000000.0,14200000.0
Hot Tub Time Machine,2010,"'Science Fiction', 'Comedy', 'Adventure'",Josh Heald,1.6800000000000002,60.0,Released,English,36000000.0,64780213.0
Jay and Silent Bob Strike Back,2001,'Comedy',Kevin Smith,1.73,64.0,Released,English,22000000.0,33788161.0
Friday the 13th Part III,1982,'Horror',Ron Kurz,1.58,59.0,Released,English,4000000.0,36700000.0
Professor Marston and the Wonder Women,2017,"'Drama', 'Romance'",Angela Robinson,1.8,72.0,Released,English,,1584759.0
Lesson Plan,2022,"'Action', 'Crime'",Daniel Markowicz,1.6800000000000002,62.0,Released,Polish,,
Balto,1995,"'Family', 'Animation', 'Adventure'",Elana Lesser,1.3,73.0,Released,English,31000000.0,11348324.0
A Very Demi Holiday Special,2023,'Music',Joe DeMaio,,90.0,Released,English,,
Dominion: Prequel to The Exorcist,2005,'Horror',William Peter Blatty,1.95,54.0,Released,English,30000000.0,251495.0
The Worst Person in the World,2021,"'Drama', 'Comedy', 'Romance'",Joachim Trier,2.13,75.0,Released,Norwegian,5000000.0,11800000.0
The Last Temptation of Christ,1988,'Drama',Martin Scorsese,2.7199999999999998,72.0,Released,English,7000000.0,8400000.0
Borat Subsequent Moviefilm,2020,'Comedy',Sacha Baron Cohen,1.6,65.0,Released,English,,
Fireworks,1997,"'Crime', 'Drama'",Takeshi Kitano,1.72,77.0,Released,Japanese,,
Open Season,2006,"'Animation', 'Family', 'Adventure', 'Comedy'",Jill Culton,1.43,61.0,Released,English,85000000.0,197309027.0
The Father,2020,'Drama',Florian Zeller,1.6,81.0,Released,English,6000000.0,21029340.0
Flora and Son,2023,"'Music', 'Comedy', 'Drama'",John Carney,1.62,70.0,Released,English,,
Battle for Saipan,2022,"'War', 'History', 'Action'",Brandon Slagle,1.5699999999999998,59.0,Released,English,,
Stargate: The Ark of Truth,2008,"'Action', 'Adventure', 'Science Fiction', 'TV Movie'",Robert C. Cooper,1.6800000000000002,71.0,Released,English,7000000.0,8900000.0
Eraser,1996,"'Action', 'Drama', 'Mystery', 'Thriller'",Tony Puryear,1.92,61.0,Released,English,100000000.0,242295562.0
Battle of the Sexes,2017,"'Comedy', 'Drama', 'History'",Jonathan Dayton,2.02,68.0,Released,English,25000000.0,12638526.0
Tinker Tailor Soldier Spy,2011,"'Drama', 'Thriller', 'Mystery'",Tomas Alfredson,2.12,66.0,Released,English,30000000.0,80630608.0
The Village,2004,"'Drama', 'Mystery', 'Thriller'",M. Night Shyamalan,1.8,64.0,Released,English,60000000.0,256697520.0
Johnny English Strikes Again,2018,"'Action', 'Adventure', 'Comedy'",Neal Purvis,1.48,63.0,Released,English,25000000.0,158972499.0
A Christmas Miracle for Daisy,2021,"'Romance', 'Comedy', 'Family', 'TV Movie'",Mike Rohl,1.42,59.0,Released,English,,
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,"'Action', 'Adventure', 'Drama'",Woo-Ping Yuen,1.72,61.0,Released,English,20000000.0,
Instructions Not Included,2013,"'Comedy', 'Drama'",Eugenio Derbez,2.03,77.0,Released,Spanish; Castilian,5500000.0,99067206.0
"Tad, the Lost Explorer",2012,"'Animation', 'Comedy', 'Adventure', 'Family'",Enrique Gato,1.5,62.0,Released,Spanish; Castilian,10500000.0,23000000.0
Island of the Dolls,2023,'Horror',Jack E. Bell,1.3,55.0,Released,English,,
Butch Cassidy and the Sundance Kid,1969,'Western',George Roy Hill,1.85,76.0,Released,English,6000000.0,102308889.0
Yaksha: Ruthless Operations,2022,"'Action', 'Adventure', 'Crime', 'Thriller'",Na Hyun,2.08,65.0,Released,Korean,,
Crimson Peak,2015,"'Horror', 'Romance'",Guillermo del Toro,1.98,66.0,Released,English,55000000.0,74700000.0
Scooby-Doo! Pirates Ahoy!,2006,"'Fantasy', 'Animation', 'Comedy', 'Family', 'Mystery', 'Adventure'",Chuck Sheetz,1.18,75.0,Released,English,,
"Dude, Where's My Car?",2000,"'Comedy', 'Science Fiction'",Danny Leiner,1.38,56.0,Released,English,13000000.0,73180723.0
The Son,2022,'Drama',Florian Zeller,2.05,67.0,Released,English,,3564844.0
The Squid and the Whale,2005,"'Comedy', 'Drama'",Noah Baumbach,1.35,70.0,Released,English,1500000.0,11098131.0
PAW Patrol: Jet to the Rescue,2020,"'Family', 'Animation'",Charles E. Bastien,,70.0,Released,English,,1792816.0
Game Night,2018,"'Mystery', 'Comedy', 'Crime'",Jonathan Goldstein,1.67,69.0,Released,English,37000000.0,117501013.0
The Man from Earth,2007,"'Science Fiction', 'Drama'",Richard Schenkman,1.45,76.0,Released,English,200000.0,
Step Up,2006,"'Music', 'Drama', 'Romance', 'Crime'",Duane Adler,1.73,69.0,Released,English,12000000.0,114194847.0
Barbie Presents: Thumbelina,2009,"'Animation', 'Family'",Ruth Handler,1.25,66.0,Released,English,,
God's Not Dead 2,2016,"'Drama', 'Fantasy'",Harold Cronk,2.02,61.0,Released,English,5000000.0,23507567.0
The Game,1997,"'Drama', 'Thriller', 'Mystery'",David Fincher,2.15,76.0,Released,English,50000000.0,109423648.0
The Return of the Texas Chainsaw Massacre,1995,"'Comedy', 'Horror', 'Thriller'",Kim Henkel,1.45,46.0,Released,English,600000.0,185898.0
The Rocky Horror Picture Show,1975,"'Comedy', 'Science Fiction', 'Fantasy', 'Horror'",Jim Sharman,1.67,75.0,Released,English,1200000.0,112892319.0
The Odd Life of Timothy Green,2012,"'Fantasy', 'Drama', 'Comedy', 'Family'",Peter Hedges,1.75,70.0,Released,English,25000000.0,56012642.0
Labyrinth,1986,"'Adventure', 'Family', 'Fantasy'",Jim Henson,1.7,73.0,Released,English,25000000.0,12729917.0
Death at a Funeral,2010,'Comedy',Neil LaBute,1.53,58.0,Released,English,21000000.0,49050886.0
Wolfwalkers,2020,"'Animation', 'Family', 'Adventure', 'Fantasy'",Tomm Moore,1.72,82.0,Released,English,12000000.0,1266570.0
Harold & Kumar Escape from Guantanamo Bay,2008,"'Comedy', 'Adventure'",Hayden Schlossberg,1.6800000000000002,63.0,Released,English,12000000.0,43493123.0
Rebecca,1940,"'Mystery', 'Romance', 'Thriller', 'Drama'",Alfred Hitchcock,2.17,79.0,Released,English,1288000.0,7592465.0
Dirty Games,2022,'Romance',Jack Ayers,1.43,41.0,Released,English,,
The Skeleton Key,2005,"'Drama', 'Horror', 'Mystery', 'Thriller'",Iain Softley,1.73,66.0,Released,English,43000000.0,93983911.0
Return to Never Land,2002,"'Adventure', 'Fantasy', 'Animation', 'Family'",J.M. Barrie,1.2,65.0,Released,English,20000000.0,109862682.0
Non-Stop,2014,"'Action', 'Thriller', 'Mystery'",Christopher Roach,1.77,68.0,Released,English,50000000.0,222809600.0
Daylight,1996,"'Action', 'Adventure', 'Thriller'",Rob Cohen,1.92,61.0,Released,English,80000000.0,159212469.0
Fireheart,2022,"'Animation', 'Family'",Laurent Zeitoun,1.53,73.0,Released,English,,
Killer Book Club,2023,"'Horror', 'Thriller'",Carlos García Miranda,1.48,57.0,Released,Spanish; Castilian,,
Last Action Hero,1993,"'Adventure', 'Fantasy', 'Action', 'Comedy', 'Family'",John McTiernan,2.18,64.0,Released,English,85000000.0,137300000.0
The Invisible Man,1933,"'Horror', 'Science Fiction'",James Whale,1.18,75.0,Released,English,328000.0,
Kiss and Kill,2017,"'Mystery', 'Thriller', 'Romance'",Dean McKendrick,1.35,53.0,Released,English,,
Pokémon Heroes,2002,"'Animation', 'Adventure', 'Action', 'Fantasy'",Kunihiko Yuyama,1.18,66.0,Released,Japanese,,20867919.0
Two Mules for Sister Sara,1970,"'Adventure', 'Western', 'Romance', 'Comedy'",Don Siegel,1.9,69.0,Released,English,2500000.0,5050000.0
Buena Vista Social Club,1999,"'Documentary', 'Music'",Wim Wenders,1.75,75.0,Released,English,,
The Devil's Own,1997,"'Crime', 'Thriller', 'Drama'",Alan J. Pakula,1.78,62.0,Released,English,90000000.0,140807547.0
Leprechaun,1993,"'Horror', 'Comedy', 'Fantasy'",Mark Jones,1.52,56.0,Released,English,1000000.0,8556940.0
Allied,2016,"'Action', 'Drama', 'War', 'Romance', 'Thriller'",Robert Zemeckis,2.07,68.0,Released,English,85000000.0,119520023.0
The Descent: Part 2,2009,"'Adventure', 'Horror', 'Thriller'",Jon Harris,1.5699999999999998,59.0,Released,English,6000200.0,7048886.0
Machete,2010,"'Action', 'Comedy', 'Thriller'",Robert Rodriguez,1.75,63.0,Released,English,20000000.0,45500000.0
One Piece: Heart of Gold,2016,"'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action'",Tatsuya Nagamine,1.73,74.0,Released,Japanese,,
13 Assassins,2010,"'Adventure', 'Drama', 'Action'",Takashi Miike,2.35,73.0,Released,Japanese,6000000.0,17555141.0
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,2019,"'Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance'",Fujino Omori,1.37,77.0,Released,Japanese,,
Slender Man,2018,"'Horror', 'Mystery', 'Thriller'",Victor Surge,1.55,43.0,Released,English,10000000.0,11817275.0
LOL,2012,"'Drama', 'Comedy', 'Romance'",Lisa Azuelos,1.62,61.0,Released,English,11000000.0,10500000.0
Comedy Central Roast of Justin Bieber,2015,'Comedy',Joel Gallen,1.42,68.0,Released,English,,
Free Willy,1993,"'Family', 'Adventure', 'Drama'",Keith Walker,1.87,62.0,Released,English,20000000.0,153698625.0
James and the Giant Peach,1996,"'Adventure', 'Animation', 'Family', 'Fantasy'",Henry Selick,1.32,65.0,Released,English,38000000.0,28946127.0
The Sting,1973,"'Comedy', 'Crime', 'Drama'",George Roy Hill,2.15,80.0,Released,English,5500000.0,159616327.0
To Each His Own Cinema,2007,"'Comedy', 'Drama'",Andrei Konchalovsky,1.67,66.0,Released,French,,
The Big Blue,1988,"'Drama', 'Romance', 'Adventure'",Luc Besson,2.8,75.0,Released,French,14390509.0,
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,2002,"'Action', 'Animation', 'Adventure', 'Fantasy'",Toshiya Shinohara,1.67,77.0,Released,Japanese,,
The Prince,2014,"'Thriller', 'Action'",Brian A. Miller,1.55,49.0,Released,English,18000000.0,1289595.0
I Still Believe,2020,"'Music', 'Drama', 'Romance'",Jon Erwin,1.92,76.0,Released,English,12000000.0,16069730.0
A Tale of Two Sisters,2003,"'Drama', 'Horror', 'Mystery'",Kim Jee-woon,1.92,71.0,Released,Korean,15050245.0,1062878.0
Scooby-Doo! and the Monster of Mexico,2003,"'Animation', 'Comedy', 'Family', 'Mystery'",Scott Jeralds,1.25,73.0,Released,English,,
Heathers,1989,"'Comedy', 'Crime'",Michael Lehmann,1.72,73.0,Released,English,3000000.0,1108462.0
Queen of the Damned,2002,"'Fantasy', 'Horror'",Michael Rymer,1.6800000000000002,61.0,Released,English,35000000.0,45479110.0
Big Stan,2007,"'Comedy', 'Crime'",Rob Schneider,1.8199999999999998,65.0,Released,English,7500000.0,8742330.0
The Art of the Steal,2013,"'Comedy', 'Crime'",Jonathan Sobol,1.5,62.0,Released,English,,64065.0
The Bravados,1958,'Western',Henry King,1.63,65.0,Released,English,,
King of Kings,1961,"'Drama', 'Fantasy'",Nicholas Ray,2.8,71.0,Released,English,5037000.0,14500000.0
Primer,2004,"'Science Fiction', 'Drama', 'Thriller'",Shane Carruth,1.28,68.0,Released,English,7000.0,545436.0
The Beach,2000,"'Drama', 'Adventure', 'Romance', 'Thriller'",Danny Boyle,1.98,65.0,Released,English,40000000.0,144056873.0
Sweet & Sour,2021,"'Drama', 'Romance', 'Comedy'",Lee Kae-byeok,1.6800000000000002,78.0,Released,Korean,,
Ninja Scroll,1993,"'Fantasy', 'Adventure', 'Animation'",Yoshiaki Kawajiri,1.5699999999999998,78.0,Released,Japanese,60000000.0,
Sex and Death 101,2007,"'Comedy', 'Romance', 'Drama'",Daniel Waters,1.95,61.0,Released,English,5.0,1.0
Over the Moon,2020,"'Animation', 'Adventure', 'Family', 'Fantasy'",Glen Keane,1.67,72.0,Released,English,,
Just My Luck,2006,"'Comedy', 'Drama', 'Family', 'Fantasy', 'Romance'",I. Marlene King,1.72,61.0,Released,English,28000000.0,38159905.0
Antitrust,2001,"'Action', 'Crime', 'Drama'",Peter Howitt,1.8,60.0,Released,English,30000000.0,18195610.0
The Mill,2023,"'Science Fiction', 'Horror'",Sean King O'Grady,1.77,65.0,Released,English,,
Singin' in the Rain,1952,"'Comedy', 'Romance'",Betty Comden,1.72,82.0,Released,English,2540800.0,7200000.0
Monster's Ball,2001,"'Drama', 'Romance'",Marc Forster,1.88,68.0,Released,English,4000000.0,44909486.0
Midnight,2021,'Thriller',Kwon Oh-seung,1.72,72.0,Released,Korean,,
State of Play,2009,'Thriller',Kevin Macdonald,2.12,68.0,Released,English,60000000.0,87812371.0
The Garfield Movie,2024,"'Animation', 'Comedy', 'Family'",Jim Davis,,0.0,In Production,English,,
American Gigolo,1980,"'Crime', 'Drama', 'Mystery'",Paul Schrader,1.95,61.0,Released,English,5000000.0,52700000.0
The Skin I Live In,2011,"'Drama', 'Horror', 'Mystery', 'Thriller'",Pedro Almodóvar,,75.0,Released,Spanish; Castilian,13000000.0,33750478.0
Fool's Gold,2008,"'Adventure', 'Romance', 'Comedy'",Andy Tennant,1.87,57.0,Released,English,70000000.0,111231041.0
Escobar: Paradise Lost,2014,"'Thriller', 'Romance'",Andrea Di Stefano,,63.0,Released,English,17000000.0,3758328.0
Broker,2022,"'Drama', 'Comedy', 'Crime'",Hirokazu Kore-eda,2.15,72.0,Released,Korean,,18632208.0
Sunshine,2007,"'Drama', 'Science Fiction', 'Thriller'",Danny Boyle,1.78,70.0,Released,English,50000000.0,34806812.0
Prayers for Bobby,2009,"'Drama', 'History', 'TV Movie'",Russell Mulcahy,1.5,81.0,Released,English,,
Naruto the Movie: Legend of the Stone of Gelel,2005,"'Animation', 'Adventure', 'Fantasy'",Hirotsugu Kawasaki,1.6,66.0,Released,Japanese,,10200000.0
Saaho,2019,"'Action', 'Adventure', 'Thriller'",Sujeeth,2.85,60.0,Released,Telugu,51000000.0,55000000.0
Killer Elite,2011,"'Action', 'Adventure', 'Thriller'",Gary McKendry,1.9300000000000002,63.0,Released,English,66000000.0,57777106.0
The Call,2013,"'Crime', 'Thriller'",Richard D'Ovidio,1.5699999999999998,68.0,Released,English,13000000.0,68572378.0
Ip Man: Kung Fu Master,2019,"'Action', 'Drama'",Li Liming,1.37,67.0,Released,English,,
Fracture,2007,'Thriller',Gregory Hoblit,1.88,73.0,Released,English,10000000.0,91354215.0
1987: When the Day Comes,2017,"'Drama', 'History', 'Thriller'",Jang Joon-hwan,2.15,81.0,Released,Korean,12308000.0,49380115.0
The Great Raid,2005,"'Action', 'History', 'War'",John Dahl,2.2,66.0,Released,English,80000000.0,10166502.0
Albion: The Enchanted Stallion,2016,"'Fantasy', 'Adventure', 'Comedy', 'Family'",Castille Landon,,58.0,Released,English,,
Assassin Club,2023,"'Action', 'Mystery', 'Thriller'",Camille Delamarre,1.88,63.0,Released,English,,188292.0
Dan in Real Life,2007,"'Comedy', 'Romance', 'Drama'",Peter Hedges,1.63,66.0,Released,English,25000000.0,68474305.0
Spectral,2016,"'Science Fiction', 'Thriller', 'Action'",Nic Mathieu,1.8199999999999998,64.0,Released,English,70000000.0,
Operation Red Sea,2018,"'Action', 'Thriller', 'War', 'Drama'",Dante Lam,2.32,71.0,Released,Chinese,70000000.0,579220560.0
Teen Wolf Too,1987,"'Comedy', 'Fantasy', 'Family'",Matthew Weisman,1.58,41.0,Released,English,3000000.0,7900000.0
Cape Fear,1991,"'Crime', 'Thriller'",Martin Scorsese,2.13,73.0,Released,English,35000000.0,182300000.0
Pokémon Ranger and the Temple of the Sea,2006,"'Family', 'Animation', 'Action', 'Adventure', 'Fantasy', 'Science Fiction'",Hideki Sonoda,1.78,65.0,Released,Japanese,,26900000.0
The Mistress,2023,"'Horror', 'Thriller'",Greg Pritikin,1.7,48.0,Released,English,,
Eureka: Eureka Seven Hi-Evolution,2021,"'Animation', 'Drama', 'Adventure', 'Science Fiction'",Tomoki Kyoda,1.9300000000000002,63.0,Released,Japanese,,
Red Dot,2021,"'Thriller', 'Horror'",Alain Darborg,1.43,59.0,Released,Swedish,,
Bean,1997,"'Comedy', 'Family', 'Adventure'",Mel Smith,1.48,64.0,Released,English,18000000.0,251212670.0
The Human Centipede 3 (Final Sequence),2015,"'Horror', 'Comedy'",Tom Six,1.72,37.0,Released,English,,16184.0
Cook Up a Storm,2017,"'Drama', 'Comedy'",Raymond Yip Wai-Man,1.63,75.0,Released,Cantonese,125000.0,
The Lobster,2015,"'Comedy', 'Drama', 'Romance'",Yorgos Lanthimos,1.97,70.0,Released,English,4000000.0,15656193.0
Shame,2011,'Drama',Steve McQueen,1.7,70.0,Released,English,6500000.0,3909002.0
"My Teacher, My Obsession",2018,"'Drama', 'Thriller', 'TV Movie'",Damián Romay,1.75,51.0,Released,English,,
